"","BALANCE","BALANCE_FREQUENCY","PURCHASES","Monthly_Avg_PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","Monthly_CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","LIMIT_USAGE","PAYMENTS","MINIMUM_PAYMENTS","MIN_PAYMENTS_RATIO","PRC_FULL_PAYMENT","TENURE"
"1",-0.84224332066471,-0.249420545524583,-0.619530293060486,-0.768078721735096,-0.549505797725259,-0.467584042712669,-0.592517122379712,0.0614551453804918,-0.806445289054105,-0.712520664321257,-0.707273649243451,-0.735607373340999,-0.61988444861117,-0.660133868736977,-1.04741673050271,-0.983108538218802,-0.747301323290986,-0.577701983457234,-0.309124112735418,-0.554991381248667,0.360659393995693
"2",1.05751762932545,0.134317166670032,-0.695565424991858,0.0932062936884793,-0.549505797725259,-0.639454309667725,3.05202161805656,3.26558618528628,-1.22168980074932,-0.712520664321257,-0.916943961286405,0.737175520161031,0.260832130764239,-0.779934611842591,0.8321358420377,0.201439760834474,1.43693235144467,0.347578449397285,-0.156112606497376,0.3555990391003,0.360659393995693
"3",0.632495382564555,0.518054878864647,-0.0793381403442836,-0.663048282062112,0.312049204923743,-0.639454309667725,-0.592517122379712,0.0614551453804918,1.26977228649778,2.29918424575417,-0.916943961286405,-0.735607373340999,-0.61988444861117,-0.0611301532089048,0.988765223082734,-0.153442632985207,-0.512002174664424,-0.09387486051956,-0.338368464263853,-0.554991381248667,0.360659393995693
"4",0.134669169795512,-1.01689596991381,0.499158503363761,3.95476493861312,1.12085253093578,-0.639454309667725,-0.44753844597593,-1.08567216144075,-1.01406879063275,-0.398461078675274,-0.916943961286405,-0.24468170588418,-0.399705303767318,-0.720034240289784,0.988765223082734,-0.467536188636927,-0.860286932840542,-3.85790657645223e-11,0.199057209878759,-0.554991381248667,0.360659393995693
"5",-0.375462046839802,0.518054878864647,-0.682813201607141,-0.967078325933954,-0.531676756191852,-0.639454309667725,-0.592517122379712,0.0614551453804918,-1.01406879063275,-0.398461078675274,-0.916943961286405,-0.735607373340999,-0.61988444861117,-0.720034240289784,-0.984764978084694,0.838173346448207,-0.480498651386477,-0.473272644003169,-0.223957477794438,-0.554991381248667,0.360659393995693
"6",0.220691830006185,0.518054878864647,0.367077349656561,-0.0212927799332185,-0.549505797725259,1.76254977341232,-0.592517122379712,0.0614551453804918,0.439285754569446,-0.712520664321257,0.55075325512189,-0.735607373340999,-0.61988444861117,-0.300731639420134,-0.796809720830653,1.75952788795371,-0.0764180182457716,1.67168001531539,-0.364735696301203,-0.554991381248667,0.360659393995693
"7",-0.489904098927018,0.518054878864647,3.50984686254069,2.64203579091137,3.80993707686794,0.600713975096647,-0.592517122379712,0.0614551453804918,1.26977228649778,2.29918424575417,1.59910984744428,-0.735607373340999,-0.61988444861117,3.05368916753707,2.32703484802009,-0.96729061999587,2.6973873160466,-0.519619808724538,1.6606578327403,2.47200406108938,0.360659393995693
"8",0.228998559846393,0.518054878864647,-0.347907934966027,-0.839329128058508,-0.549505797725259,0.146392759994698,-0.592517122379712,0.0614551453804918,1.26977228649778,-0.712520664321257,1.59910984744428,-0.735607373340999,-0.61988444861117,-0.0611301532089048,-0.64018033978562,1.15511061822589,-0.480089758000715,-0.18835473150522,-0.320064496511916,-0.554991381248667,0.360659393995693
"9",-0.256958798894068,0.518054878864647,-0.00894586726064905,0.284507737602212,0.187602495020565,-0.279139284604715,-0.592517122379712,0.0614551453804918,-0.391203268820979,-0.398461078675274,-0.287930509103735,-0.735607373340999,-0.61988444861117,-0.480432754078555,0.8321358420377,-0.687141788961265,-0.474931281382672,-0.406644139630795,-0.260272514807352,-0.554991381248667,0.360659393995693
"10",-0.775348853655316,-1.40063368210843,0.325887668123926,2.95517120519757,0.878600429100615,-0.639454309667725,-0.592517122379712,0.0614551453804918,-0.806445289054105,-0.0843977242991888,-0.916943961286405,-0.735607373340999,-0.61988444861117,-0.60023349718417,2.08517089039797,-1.06005690671647,-0.20815137209216,-0.616592176718998,0.344533166004291,-0.554991381248667,0.360659393995693
